mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,crackle,wheeze
-427.52124,60.946552,46.43458,33.98999,27.47435,25.780983,24.566505,21.458565,17.641222,15.308808,14.651651,14.022113,12.189282,0.0,1.0
-426.48535,57.627293,43.410965,31.571507,25.175081,23.57571,22.655127,20.258348,17.225952,15.309889,14.691253,14.159124,12.802083,0.0,0.0
-306.98816,209.35979,7.171523,-0.6063736,14.913112,30.704218,25.460482,11.720854,5.4366083,-0.018360011,5.340259,6.1160817,10.606787,0.0,0.0
-282.3845,192.1856,4.5376825,0.22718486,15.609351,24.75365,20.022219,9.95158,3.2948198,-4.7810526,4.167189,9.667332,7.548871,0.0,0.0
-311.45868,189.94232,10.321312,4.556233,23.720898,34.325157,26.400082,10.29965,2.6878135,-0.64047974,7.8647614,8.957788,6.7273545,0.0,0.0
-282.2732,190.09027,8.407196,-0.9255627,15.636548,26.157124,20.934011,7.895165,2.215995,1.2378769,7.2558613,8.880499,6.9643564,0.0,0.0
-386.96378,229.72784,7.735124,-7.7873964,22.781267,25.536703,30.855797,15.953814,-3.567992,1.1219643,6.917809,6.4274435,7.979344,0.0,0.0
-355.85593,211.55707,29.099531,-4.1630597,21.994816,27.855501,30.214834,16.87216,-2.9383721,-0.81773657,5.9129953,6.4266424,7.6903315,0.0,0.0
-344.0489,175.3452,0.011796569,13.624466,3.6067936,47.494194,44.036633,12.332711,9.139751,0.48247108,2.7406113,7.259186,7.719565,0.0,1.0
-335.9786,218.81915,-3.0790365,5.8791094,3.9659207,28.01126,26.761108,6.4107156,-1.1860478,-8.395527,3.339528,7.4908814,8.340367,0.0,1.0
-291.60532,211.47093,-9.219859,7.1316314,6.3397493,22.80568,23.81995,0.7814229,-0.108418405,-10.115952,-1.5229335,6.8293676,5.0308213,0.0,1.0
-300.10925,192.70187,3.415662,2.7478402,9.374629,23.040283,21.137943,5.571878,0.46994537,-7.2104607,1.2072732,6.334188,5.939136,0.0,1.0
-292.601,199.5852,-0.33698177,7.8116827,13.2654,26.086956,20.999166,3.8824663,-1.3091674,-8.641584,2.394916,9.023567,5.88589,0.0,1.0
-343.43155,212.3619,2.2625196,1.7134479,13.964551,18.448294,21.254265,11.095838,4.87688,-6.5914364,-4.261058,4.2597156,4.775068,0.0,1.0
-295.37466,202.42345,-4.86534,5.9683423,12.512704,26.631021,22.316347,-0.9110189,-0.2591753,-7.536985,-2.8582098,6.015674,8.217198,0.0,1.0
-320.33936,209.59045,-5.394761,16.94274,18.031517,24.63787,28.534315,3.5478325,-2.2169101,-6.3375483,-2.6098113,6.1978836,2.8003097,0.0,1.0
-333.306,179.59529,10.959557,15.404372,17.788776,22.772999,24.734472,8.268561,0.90601736,-2.5253239,2.395957,7.147904,10.272005,0.0,1.0
-284.48242,185.88559,-0.71527994,2.1264305,13.850271,24.227371,29.981436,5.1438217,-2.8539042,-1.9278291,1.1609535,9.10979,9.308412,0.0,1.0
-378.49887,235.64836,-0.4656044,1.6022953,18.791677,7.366235,29.145544,14.099669,-7.876759,1.188768,1.7977998,4.5215206,12.52642,0.0,0.0
-367.802,234.20604,-5.6022105,9.959669,22.06078,9.95325,31.088354,9.00046,-11.676339,-0.5321366,3.6174157,8.195668,10.017667,0.0,0.0
-400.28778,218.67722,11.520465,12.462123,24.751907,14.802001,30.468353,12.2167845,-8.447908,-1.2999805,-0.78232735,4.1763496,13.088838,0.0,0.0
-384.11,211.334,11.541527,11.283218,16.406239,12.588802,29.702465,11.248707,-6.576473,-4.1709065,-1.539048,8.030199,9.811094,0.0,0.0
-429.70956,189.3969,19.010418,18.774075,21.804968,28.658243,20.74885,13.651212,5.8422947,-0.85073686,1.3135415,4.4759827,9.118293,0.0,0.0
-451.77667,180.94272,31.390205,20.330095,25.57008,21.560884,23.018852,21.10843,3.8042624,-0.79531246,1.5130172,5.2071705,15.367325,0.0,0.0
-434.4898,182.97635,27.80485,14.221321,24.938908,29.497383,26.636774,17.007467,5.613003,1.2521158,2.8649826,2.2281003,5.9458632,0.0,0.0
-366.30786,165.77515,28.532684,9.874071,20.457312,27.79039,26.320923,14.520631,0.7728309,-1.3576785,7.8678904,9.379283,8.469076,0.0,0.0
-409.10498,185.75568,17.34683,16.083647,23.428556,26.469997,23.037645,15.312066,7.939074,5.4323144,7.066847,7.305831,10.944392,1.0,0.0
-495.58917,187.7002,35.24378,20.265907,17.991232,34.96992,25.38269,17.721172,2.9166074,-3.628067,5.836626,6.1426625,13.49774,0.0,0.0
-520.7256,220.49626,50.368652,-1.4744619,21.449791,28.677713,20.813717,13.187102,3.4029877,-0.5076433,4.105175,6.932229,5.453181,0.0,0.0
-340.08804,153.68196,36.74091,2.7942579,29.306852,43.404198,34.022015,21.981634,10.563143,1.6729258,2.8562644,11.560335,16.565372,0.0,0.0
-356.4907,156.38606,55.38369,12.263692,21.195341,33.599285,30.966543,19.609776,7.122851,1.1448785,4.3487062,11.444961,15.115584,0.0,0.0
-374.95544,164.55125,48.093548,12.042467,28.681427,39.528305,30.662062,16.893135,5.458435,1.8818552,5.662919,9.866946,13.616893,0.0,0.0
-370.937,139.70708,62.766895,18.672401,24.003986,42.21632,39.760345,19.634739,1.8112708,-2.4992692,2.68604,9.841371,14.416298,0.0,0.0
-478.8412,162.43507,71.068245,18.93125,21.677837,38.80087,36.93512,19.343998,3.0773797,-2.5109427,1.2823151,6.9861383,8.05655,0.0,0.0
-224.02084,224.73705,3.8812819,-3.584185,-0.54332095,27.339779,21.97495,13.88094,0.46815458,-12.8893585,-0.37158176,2.2244072,4.283159,0.0,0.0
-253.53418,201.26707,14.562844,-4.9022417,-2.0868099,30.19365,23.07202,9.848355,-4.332775,-7.768944,4.050449,10.457291,10.607986,0.0,0.0
-264.2468,202.46997,16.78532,-10.412405,0.99224746,30.156088,21.354675,8.219758,0.92133087,-2.5113268,3.2762628,8.735611,5.849049,0.0,0.0
-266.80002,209.90652,10.331342,-9.452556,3.5351212,30.970196,26.535034,17.296381,2.2709007,-6.175944,4.4339857,9.544229,4.592958,0.0,0.0
-361.52823,224.64009,35.443848,-22.111185,13.798197,37.828392,18.510382,4.3744206,2.918028,0.34502578,2.6336477,6.4409666,5.492994,0.0,0.0
-377.5837,212.36647,43.320312,-7.420791,19.074856,30.721058,13.521379,2.139362,1.639767,0.4215665,0.9096536,6.891319,7.903023,0.0,0.0
-380.8229,220.00458,41.251812,-17.249033,11.164088,29.438835,16.279428,2.935757,-0.47604203,-0.62053066,2.2558465,7.6664195,7.250721,0.0,0.0
-393.89438,218.75781,45.257446,-12.8229065,16.438105,33.005455,15.1457815,4.397796,5.6223297,4.185694,1.1747597,4.262142,6.570992,0.0,0.0
-414.36035,207.97661,53.514984,-7.2811737,15.482669,34.061417,20.06521,5.959076,4.4532394,2.727089,1.4449714,5.5226073,6.8002715,0.0,0.0
-401.87903,216.41048,43.256042,-13.993296,17.980455,34.502647,19.787802,8.763877,4.929571,1.2704271,2.4073014,6.6393685,6.0437775,0.0,0.0
-413.95798,230.09406,49.189983,-14.262514,18.537958,35.684322,16.43038,2.5466485,2.4988654,1.990102,1.956398,5.919757,6.098069,0.0,0.0
-420.65833,212.19815,57.65346,-4.892781,14.650766,31.354252,18.06088,7.2212076,3.7406006,0.38963535,1.4506906,7.2321215,8.032851,0.0,0.0
-416.08478,210.42207,47.14185,-8.729963,15.616305,32.40038,20.034054,7.8337975,5.556827,3.7569873,4.718438,9.130308,8.277849,0.0,0.0
-368.43454,175.02757,37.436142,7.7623386,12.4194765,32.301746,36.68666,20.184034,4.039472,1.6305594,9.367291,8.195588,8.451781,0.0,0.0
-259.45972,210.39856,8.399626,-5.736478,2.8020458,31.92001,21.049004,3.1680484,-2.0856402,-5.4731083,5.0942416,8.5746355,10.681037,0.0,0.0
-352.02505,172.3144,32.01254,9.009924,7.2862535,32.27147,23.894169,12.811649,5.198366,-0.856603,4.897078,9.985608,10.953052,0.0,0.0
-318.04086,191.34953,21.108099,1.9102554,4.4854274,26.454878,21.262594,8.933675,1.4116262,-6.3354034,5.5892706,10.570198,10.7093935,0.0,0.0
-296.14124,196.15678,15.596429,-8.775689,3.542381,32.838688,22.679256,8.700962,-4.3831043,-9.187246,3.5731997,6.8478875,13.365814,0.0,0.0
-406.48538,200.34389,56.10115,-12.119983,-1.2841907,25.67352,26.63048,9.330032,-2.4186046,-3.5105696,1.7889625,6.662899,7.817486,0.0,0.0
-395.15924,182.48642,62.29719,2.9442296,7.062207,23.712252,20.095795,6.935984,-0.6383608,-1.5765884,1.8664007,7.8273597,10.144487,0.0,0.0
-321.32715,197.23482,51.4115,-13.870141,0.13015969,23.599222,17.5013,2.3610487,-2.5898194,-1.3259864,1.3526955,5.432032,6.8213973,0.0,0.0
-408.27814,203.79744,61.034195,-6.5719957,2.4990623,23.263258,23.755285,13.281027,-0.67010486,-7.359488,-1.3059046,5.881698,6.9969783,0.0,0.0
-394.3104,219.36455,64.47727,-4.3272843,-0.87201864,18.47151,22.756287,7.34629,-6.192028,-5.7141614,0.75268453,4.608587,6.4902267,0.0,0.0
-376.61237,158.23605,64.420815,-40.33935,-28.858006,10.717079,13.058151,10.873286,9.20462,-2.3790488,11.101591,-4.6500854,6.8890967,0.0,0.0
-375.0062,156.709,67.05492,-38.262688,-33.46139,9.891373,14.806543,11.346102,7.520964,-2.934258,10.443243,-7.63808,6.6570363,0.0,0.0
-381.02066,154.15695,72.74488,-34.63279,-33.82153,4.775364,15.543337,13.106742,7.3503375,-6.5626693,8.100225,-7.839708,7.8186965,0.0,0.0
-378.57492,154.26224,73.59837,-37.97901,-36.14959,10.609475,12.618177,10.623715,7.239056,-4.669692,9.158549,-6.7790823,8.140639,0.0,0.0
-379.80936,155.90675,74.52631,-40.58179,-40.484646,11.351477,14.732694,10.9435425,6.2277746,-6.071621,8.302834,-6.3297873,8.5971985,0.0,0.0
-376.25342,159.89023,75.51101,-40.49001,-40.11954,11.3584385,13.631086,8.980581,4.133682,-8.389475,9.557633,-5.5182323,9.243055,0.0,0.0
-393.80954,140.87357,73.40966,-33.4105,-35.10671,11.696834,16.266775,11.272083,7.4734726,-6.7060175,8.977385,-3.9060588,11.137559,0.0,0.0
-378.0001,148.15161,65.89434,-35.528503,-28.817486,19.40409,20.95365,14.043543,4.5512075,-7.4891114,8.50095,-1.3947997,13.97927,0.0,0.0
-497.65115,117.048645,32.766064,38.612606,24.829016,25.301086,18.368515,17.571936,12.153199,11.651845,8.548184,8.262073,5.1890616,1.0,0.0
-495.16235,117.596855,36.99175,39.89865,29.322878,26.503296,21.65383,18.165201,14.970244,12.354197,9.808893,7.858965,6.4885554,1.0,0.0
-500.23877,113.12093,29.432514,36.56035,23.658455,23.633879,16.73903,15.964371,10.778391,10.871623,7.137149,7.671559,4.8280425,0.0,0.0
-493.37604,117.87376,37.527164,39.309975,30.39813,26.111355,21.375036,17.064713,14.761149,12.15707,9.571207,7.290333,5.840703,1.0,0.0
-495.14957,120.05324,36.32682,41.93371,29.252941,28.375242,21.657822,20.07514,14.842638,13.785947,9.845771,9.260885,6.6843333,1.0,0.0
-492.8537,124.03686,39.586304,45.83169,32.44129,31.9054,24.367857,23.194477,17.174316,16.00794,11.662225,10.500719,6.3202195,1.0,0.0
-494.65897,119.634056,37.290833,42.590797,31.663195,29.30026,23.460823,20.8118,16.629316,14.542985,11.707311,10.417234,8.487418,1.0,0.0
-493.6642,122.227486,37.166786,43.470676,29.368074,28.485373,21.421822,20.033155,13.834665,12.672199,8.691228,8.793165,5.9104285,1.0,0.0
-478.0376,139.2426,53.671272,57.997147,42.07664,39.00748,30.063112,27.392181,19.247152,15.35147,8.984228,7.9016733,4.187713,1.0,0.0
-522.1256,74.10295,59.25286,45.346874,35.036892,29.560873,26.998793,25.291142,23.350174,21.167564,18.890926,16.600527,14.394068,0.0,1.0
-495.61862,69.65101,59.768337,49.670147,39.94454,32.739834,28.139595,25.457144,23.560635,21.656368,19.35387,16.71979,14.0367565,0.0,1.0
-523.2582,77.27628,61.707905,46.512413,34.903046,28.193426,24.670298,22.477467,20.656534,18.93699,17.118425,15.178681,13.223817,0.0,0.0
-492.07495,71.20131,60.873238,50.185772,39.994293,32.50718,27.841011,25.184107,23.365774,21.544926,19.363811,16.848661,14.213131,0.0,1.0
-459.6678,58.299873,52.463547,46.117126,39.465622,33.718384,29.322886,26.28046,24.05246,22.071602,19.95088,17.578758,15.064336,0.0,1.0
-469.1635,64.96889,57.920597,50.673527,43.131924,36.58581,31.568132,28.00022,25.36588,23.055658,20.660032,18.06049,15.357246,0.0,1.0
-486.44763,71.42351,61.324924,49.866856,39.10243,31.20632,26.51147,24.219213,22.952291,21.673594,19.928787,17.77485,15.48777,0.0,1.0
-499.06155,69.44147,60.50315,49.75832,39.881554,32.476078,27.885487,25.27233,23.521711,21.781693,19.661367,17.210892,14.6517515,0.0,1.0
-502.38312,104.413734,84.14899,62.77626,45.736794,35.376625,29.876104,26.925915,24.88348,22.759367,19.893719,16.242214,12.369131,0.0,0.0
-363.896,103.692894,61.01804,39.858463,33.562386,30.125498,27.229332,23.673864,19.74289,16.799788,14.605277,12.663554,10.921303,1.0,0.0
-353.46976,107.981316,67.52093,42.41629,32.746372,27.70028,23.891136,20.548088,17.061592,14.370283,12.9336605,11.989975,10.716393,1.0,0.0
-342.2226,116.18772,71.59938,41.113518,28.993587,24.829967,22.37905,19.934809,16.8519,13.966553,11.762427,9.9852,8.690016,1.0,0.0
-347.49957,120.197556,69.510185,39.898533,29.299204,25.208345,23.377184,21.035645,17.45889,14.811593,13.028922,11.00122,9.142797,1.0,0.0
-346.52853,113.85963,69.698425,40.342728,28.883696,24.997528,23.107016,20.720606,17.37656,14.615272,12.792364,11.247501,9.78678,1.0,0.0
-343.0029,117.65238,70.853676,40.044178,28.583952,25.408817,24.119108,21.665163,17.506124,13.851126,11.772733,10.33678,8.851045,1.0,0.0
-345.85355,119.936935,70.207825,39.702793,28.18388,24.15274,22.948055,20.853868,17.00266,14.128293,12.927278,11.879147,10.440691,1.0,0.0
-337.672,136.58476,74.734535,40.977097,27.007109,20.973333,19.811384,17.945324,14.578612,12.027908,10.553503,9.922529,9.337902,0.0,0.0
-347.7501,113.02201,74.69555,44.627968,31.298412,27.4924,24.580719,20.929346,17.653654,15.108954,12.852234,10.650843,8.833801,1.0,0.0
-348.1091,113.57081,74.431854,42.790337,29.269802,26.31642,24.279408,20.64927,16.80204,13.859412,11.814642,10.069682,8.22127,1.0,1.0
-342.41458,121.11888,76.115654,40.43244,25.614513,23.606428,22.734615,19.501379,15.738665,13.18289,11.548255,9.782057,7.6085334,1.0,1.0
-333.1955,127.56502,76.69821,39.488186,25.522348,23.45554,22.068007,18.988422,15.54992,12.769234,10.695517,8.908897,7.2140875,1.0,1.0
-340.63293,120.92505,74.96155,39.695534,26.252884,24.914644,23.676643,20.111559,16.47226,13.881269,11.914303,10.139906,8.503125,1.0,1.0
-329.4145,128.65701,76.9759,38.369823,24.433327,23.833773,22.896715,19.142271,15.272673,12.608273,10.563823,8.727481,7.256019,1.0,1.0
-333.20575,122.374756,67.40221,33.349983,25.25098,25.367521,22.737932,18.292648,14.532731,12.177634,11.264458,10.293758,8.588726,1.0,1.0
-323.6102,141.15349,64.16302,25.113354,22.392153,23.31031,18.401585,14.70272,12.859237,10.81969,9.463858,8.895308,8.137193,1.0,1.0
-316.69247,108.68432,36.68356,37.755737,23.131445,23.235483,18.77624,16.959549,12.660337,12.311503,11.063551,10.577345,9.001415,1.0,0.0
-316.98175,110.95607,38.14557,39.17102,24.58007,24.606392,19.45356,17.428673,13.640855,13.668771,11.879456,10.822105,9.061054,1.0,0.0
-317.29736,109.92769,37.850697,38.931896,24.560028,24.320604,19.880625,17.646078,13.472817,13.403758,11.140905,10.157636,8.240485,1.0,0.0
-319.3535,108.007225,37.877293,38.877277,24.701271,25.306978,20.616323,18.269218,13.995195,13.618945,11.302709,10.359761,8.96093,1.0,0.0
-316.82547,109.38836,36.836845,37.361595,23.4101,23.656708,19.734158,17.774729,13.573023,13.4903,11.715784,10.903149,8.810748,1.0,0.0
-314.59344,111.79439,37.947636,37.775723,23.655922,24.375057,20.102938,18.510227,14.113934,12.6351595,10.36657,9.810416,9.044904,1.0,0.0
-320.21335,106.54653,35.75874,37.466232,23.81074,24.59891,20.186457,19.005417,14.622279,13.436558,11.96557,11.187638,9.860366,1.0,0.0
-318.10568,108.69885,38.471214,41.18523,26.557928,26.970598,22.484972,19.557207,14.336746,13.072895,11.024318,10.722458,9.135183,1.0,0.0
-283.90323,102.28933,28.11249,30.698921,23.432636,27.851133,21.435076,19.498417,15.147319,14.175849,13.485607,13.783815,11.468589,0.0,0.0
-280.99155,105.89928,29.40662,32.08279,25.091246,28.616108,21.98801,19.637663,15.7100935,14.113498,13.59406,14.925031,12.414233,1.0,0.0
-282.13037,104.968735,29.785513,32.320255,25.314135,27.84845,20.708303,18.649916,14.449664,12.917012,11.943593,13.015352,10.977412,1.0,0.0
-281.00885,105.46852,27.772322,30.255695,24.859861,28.233665,21.029202,19.086002,15.152876,12.999427,11.917094,13.882314,11.943345,1.0,0.0
-283.82178,103.99371,30.395159,32.694958,24.543337,27.600288,21.090197,18.904276,15.053665,13.347526,12.108125,13.226848,11.872518,1.0,0.0
-280.1342,106.190414,28.624605,31.0122,24.437471,27.820368,21.923903,19.328497,15.059221,13.836345,12.551451,13.411747,11.438533,1.0,0.0
-278.66953,110.43184,31.92295,32.514393,24.233673,28.273165,23.117596,20.674341,15.950013,13.929698,12.945551,13.132573,11.4160795,1.0,0.0
-273.10217,113.09679,34.691402,35.17053,26.662296,30.743097,25.442402,22.729055,17.084948,13.789581,12.525352,12.911615,10.568834,1.0,0.0
-303.04514,168.73187,75.765205,44.063522,22.835627,13.677281,8.801053,6.8214064,8.848046,7.6865797,6.7129235,5.2852635,4.302884,0.0,0.0
-330.55734,143.17647,73.33964,50.12254,29.481653,18.16685,13.188337,9.302202,9.101682,7.5824738,6.993826,6.1749215,5.2858405,0.0,0.0
-300.50226,176.10985,81.4953,49.012817,22.534496,12.802567,8.206654,5.685997,6.6812897,5.784121,5.7248588,4.699779,4.4148006,0.0,0.0
-313.42096,158.82224,80.64096,50.622345,27.320492,15.149822,10.795287,7.3642297,7.5050488,6.3128223,5.5559072,4.9312334,4.332089,0.0,0.0
-298.26895,165.99191,80.429504,44.368706,25.524504,14.010692,9.452005,7.0049553,7.207521,5.9542885,4.611525,4.298002,4.41352,0.0,0.0
-275.49625,188.45407,81.28089,40.250248,19.619453,9.618016,6.6243978,4.2907186,5.6145496,5.2007847,4.4743285,3.9717433,3.1876936,0.0,0.0
-316.7683,145.13106,76.90565,45.31208,28.508781,17.229301,12.506652,9.313996,8.084065,7.0516777,6.2128963,6.2320576,6.1294084,0.0,0.0
-287.02084,179.28363,82.00798,45.934914,24.315857,13.68819,9.582887,5.4378023,4.8536067,4.2293043,3.6475437,3.494862,4.1806693,0.0,0.0
-266.3837,133.40541,56.437065,45.529793,24.360487,19.038788,11.104072,9.293003,7.261001,7.8797855,7.1449733,7.1642685,6.5473585,0.0,0.0
-276.7285,123.71673,56.977493,51.429554,31.124983,25.092592,15.295023,11.346204,7.5326233,7.8564935,7.011234,7.049222,6.0840178,1.0,0.0
-264.03128,139.74939,65.352905,52.290466,27.234407,19.185307,10.128013,8.4569235,5.621475,6.271783,6.013448,6.729248,6.396711,1.0,1.0
-268.10135,134.72253,62.54809,52.491276,28.223,20.779232,10.874134,8.008055,5.2599545,6.28791,6.055803,6.252388,5.4430785,0.0,0.0
-265.22958,138.62225,62.92876,50.324017,26.587551,18.776596,9.971222,8.045689,5.5554028,6.0118394,5.536065,6.369355,6.328534,1.0,0.0
-259.7373,142.02469,64.15644,50.594215,25.596523,18.485292,9.796592,7.662158,4.9429917,5.693542,5.0949087,5.448511,5.251057,1.0,1.0
-264.5998,136.75414,60.75197,48.90159,26.006346,20.178665,11.824944,9.54553,6.905151,6.978403,6.8689704,7.5661764,7.1511984,1.0,0.0
-250.99382,152.84024,70.10899,51.44558,24.314545,17.035744,8.075052,6.2876873,3.304352,3.3007994,3.3338308,4.8172245,5.051892,1.0,1.0
-390.14713,116.096985,76.53268,41.29073,22.609411,17.324078,14.512228,9.431931,5.784459,7.7089424,13.309321,17.140074,16.471592,0.0,0.0
-389.84827,117.96868,79.53786,43.63489,23.081446,15.597073,11.738479,6.464959,2.311714,3.5200307,9.495917,15.049258,16.088312,0.0,0.0
-385.21942,141.3824,86.40074,37.97691,14.806815,11.020506,9.681623,3.5491605,-2.030185,-0.13806097,8.143198,15.351504,16.090183,0.0,0.0
-383.9081,135.23486,84.13401,39.209923,16.715296,11.841918,9.952804,4.763425,0.4446258,2.5063262,9.772886,15.6533375,15.508633,1.0,0.0
-381.26996,123.169624,81.50547,42.597775,20.414497,13.261871,10.451475,6.083253,2.4501662,3.9601564,10.117302,15.527562,15.820118,0.0,0.0
-393.63025,145.98497,85.99514,35.75491,13.913515,12.093708,11.854056,5.914496,-0.30259535,0.5633103,8.431391,15.7575,16.0235,0.0,0.0
-361.64316,124.4261,80.66438,41.43562,19.683138,13.102146,11.19476,7.1466265,3.1398864,3.9387627,9.144178,13.683141,13.774442,0.0,0.0
-377.37778,133.62943,83.06201,40.0719,18.75155,14.111638,12.214191,7.074552,2.872275,4.831723,11.350283,15.814733,14.233607,1.0,0.0
-349.10233,119.08906,68.56463,39.837936,29.273306,24.91646,23.234795,21.174934,17.575739,14.191614,11.9746275,10.743527,9.625533,1.0,0.0
